"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村 コード","全国，都道府県，市区町村","/表章事項","2015年（平成27年）の人口（組替）【人】","世帯数【世帯】","2015年（平成27年）の世帯数（組替）【世帯】","5年間の人口増減数【人】","5年間の人口増減率【％】","5年間の世帯増減数【世帯】","5年間の世帯増減率【％】","人口性比","面積（参考）【km2】","人口密度【1km2当たり】"
"2020000000","2020年","10208","渋川市","","78,391","29,069","28,812","-3,777","-4.81816","257","0.89199","95.00810","240.27","310.5"
"2020000000","2020年","10209","藤岡市","","65,708","25,271","24,569","-2,409","-3.66622","702","2.85726","94.66433","180.29","351.1"
"2020000000","2020年","10210","富岡市","","49,746","18,499","18,255","-2,276","-4.57524","244","1.33662","97.27382","122.85","386.4"
"2020000000","2020年","10211","安中市","","58,531","22,021","22,381","-3,569","-6.09762","-360","-1.60851","95.59431","276.31","198.9"
"2020000000","2020年","10212","みどり市","","50,906","19,408","18,867","-1,243","-2.44176","541","2.86744","97.91575","208.42","238.3"
"2020000000","2020年","10344","榛東村","","14,329","5,109","4,887","-107","-0.74674","222","4.54266","102.18937","27.92","509.4"
"2020000000","2020年","10345","吉岡町","","21,080","7,847","7,289","737","3.49620","558","7.65537","94.81204","20.46","1,066.3"
"2020000000","2020年","10366","上野村","","1,230","552","578","-102","-8.29268","-26","-4.49827","102.51346","181.85","6.2"
"2020000000","2020年","10367","神流町","","1,954","825","903","-309","-15.81372","-78","-8.63787","93.07512","114.60","14.4"
"2020000000","2020年","10382","下仁田町","","7,564","2,863","3,040","-981","-12.96933","-177","-5.82237","96.03931","188.38","34.9"
"2020000000","2020年","10383","南牧村","","1,979","801","953","-367","-18.54472","-152","-15.94963","89.87044","118.83","13.6"
"2020000000","2020年","10384","甘楽町","","13,200","4,642","4,539","-719","-5.44697","103","2.26922","98.11111","58.61","213.0"
"2020000000","2020年","10421","中之条町","","16,850","6,350","6,529","-1,454","-8.62908","-179","-2.74161","94.96011","439.28","35.0"
"2020000000","2020年","10424","長野原町","","5,536","2,189","2,322","-434","-7.83960","-133","-5.72782","98.36703","133.85","38.1"
"2020000000","2020年","10425","嬬恋村","","9,780","3,523","3,664","-919","-9.39673","-141","-3.84825","104.26464","337.58","26.2"
"2020000000","2020年","10426","草津町","","6,518","3,212","3,275","-448","-6.87327","-63","-1.92366","100.99338","49.75","122.0"
"2020000000","2020年","10428","高山村","","3,674","1,484","1,167","-156","-4.24605","317","27.16367","98.64483","64.18","54.8"
"2020000000","2020年","10429","東吾妻町","","14,033","5,136","5,235","-1,292","-9.20687","-99","-1.89112","96.95471","253.91","50.2"
"2020000000","2020年","10443","片品村","","4,390","1,645","1,554","-396","-9.02050","91","5.85586","95.21017","391.76","10.2"
"2020000000","2020年","10444","川場村","","3,647","997","980","-162","-4.44201","17","1.73469","84.19662","85.25","40.9"
"2020000000","2020年","10448","昭和村","","7,347","2,612","2,476","-385","-5.24023","136","5.49273","98.57387","64.14","108.5"
"2020000000","2020年","10449","みなかみ町","","19,347","6,972","7,594","-2,114","-10.92676","-622","-8.19068","94.15277","781.08","22.1"
"2020000000","2020年","10464","玉村町","","36,654","14,798","14,337","-581","-1.58509","461","3.21546","95.21078","25.78","1,399.3"
"2020000000","2020年","10521","板倉町","","15,015","5,374","5,365","-914","-6.08725","9","0.16775","99.39197","41.86","336.9"
"2020000000","2020年","10522","明和町","","11,044","4,080","3,914","-160","-1.44875","166","4.24119","100.88594","19.64","554.2"
"2020000000","2020年","10523","千代田町","","11,318","4,012","3,981","-461","-4.07316","31","0.77870","101.50334","21.73","499.6"
"2020000000","2020年","10524","大泉町","","41,202","18,910","18,070","905","2.19650","840","4.64859","112.41487","18.03","2,335.4"
"2020000000","2020年","10525","邑楽町","","26,426","9,710","9,528","-889","-3.36411","182","1.91016","101.45945","31.11","820.9"
"2020000000","2020年","11000","埼玉県","","7,266,534","3,153,350","2,971,659","80,302","1.10509","181,691","6.11413","98.83710","3,797.75","1,934.5"
"2020000000","2020年","11100","さいたま市","","1,263,979","580,658","533,209","60,612","4.79533","47,449","8.89876","97.22152","217.43","6,092.0"
"2020000000","2020年","11101","さいたま市西区","","87,146","38,361","33,871","6,366","7.30498","4,490","13.25618","96.19000","29.12","3,211.3"
"2020000000","2020年","11102","さいたま市北区","","143,446","66,357","61,756","5,857","4.08307","4,601","7.45029","96.71274","16.86","8,855.5"
"2020000000","2020年","11103","さいたま市大宮区","","113,864","54,965","53,265","4,011","3.52262","1,700","3.19159","98.03602","12.80","9,209.0"
"2020000000","2020年","11104","さいたま市見沼区","","161,960","70,345","65,666","3,145","1.94184","4,679","7.12545","95.69856","30.69","5,379.8"
"2020000000","2020年","11105","さいたま市中央区","","98,762","47,602","42,872","4,559","4.61615","4,730","11.03284","97.46765","8.39","12,314.8"
"2020000000","2020年","11106","さいたま市桜区","","97,910","46,197","43,331","808","0.82525","2,866","6.61420","101.68345","18.64","5,296.0"
"2020000000","2020年","11107","さいたま市浦和区","","154,416","74,341","67,136","10,435","6.75772","7,205","10.73195","93.24213","11.51","14,322.4"
"2020000000","2020年","11108","さいたま市南区","","180,152","85,589","77,895","11,483","6.37406","7,694","9.87740","99.32081","13.82","13,866.5"
"2020000000","2020年","11109","さいたま市緑区","","116,522","50,757","44,475","11,877","10.19292","6,282","14.12479","97.04280","26.44","4,856.2"
"2020000000","2020年","11110","さいたま市岩槻区","","109,801","46,144","42,942","2,071","1.88614","3,202","7.45657","98.74576","49.17","2,275.2"
"2020000000","2020年","11201","川越市","","350,745","153,071","145,715","3,935","1.12190","7,356","5.04821","100.05979","109.13","3,250.1"
"2020000000","2020年","11202","熊谷市","","198,742","80,030","77,004","-4,303","-2.16512","3,026","3.92967","99.63141","159.82","1,216.6"
"2020000000","2020年","11203","川口市","","578,112","265,961","245,830","16,349","2.82800","20,131","8.18899","101.37841","61.95","9,595.8"
"2020000000","2020年","11206","行田市","","82,113","31,776","31,015","-3,442","-4.19178","761","2.45365","97.04696","67.49","1,165.7"
"2020000000","2020年","11207","秩父市","","63,555","23,906","24,038","-3,849","-6.05617","-132","-0.54913","94.88837","577.83","103.3"
"2020000000","2020年","11208","所沢市","","340,386","152,555","145,834","2,149","0.63134","6,721","4.60866","96.44485","72.11","4,750.2"
"2020000000","2020年","11209","飯能市","","80,715","33,452","31,749","-324","-0.40141","1,703","5.36395","100.45631","193.05","416.4"
"2020000000","2020年","11210","加須市","","112,229","44,121","41,034","-527","-0.46958","3,087","7.52303","100.54579","133.30","838.0"
"2020000000","2020年","11211","本庄市","","77,881","32,860","31,004","742","0.95274","1,856","5.98632","99.59129","89.69","876.6"
"2020000000","2020年","11212","東松山市","","91,437","39,778","37,224","401","0.43855","2,554","6.86116","101.16972","65.35","1,405.3"
"2020000000","2020年","11214","春日部市","","232,709","97,329","94,463","-2,942","-1.26424","2,866","3.03399","97.49783","66.00","3,481.3"
"2020000000","2020年","11215","狭山市","","152,405","63,553","62,028","-3,693","-2.42315","1,525","2.45857","99.41535","48.99","3,035.6"
"2020000000","2020年","11216","羽生市","","54,874","21,089","20,366","-1,995","-3.63560","723","3.55003","97.85602","58.64","901.8"
"2020000000","2020年","11217","鴻巣市","","118,072","47,316","45,043","-1,208","-1.02310","2,273","5.04629","97.43209","67.44","1,732.9"
"2020000000","2020年","11218","深谷市","","143,811","55,670","53,384","-2,475","-1.72101","2,286","4.28218","98.76524","138.37","1,021.4"
"2020000000","2020年","11219","上尾市","","225,196","96,361","91,399","1,824","0.80996","4,962","5.42894","97.87154","45.51","4,988.4"
"2020000000","2020年","11221","草加市","","247,034","111,912","105,827","1,003","0.40602","6,085","5.74995","101.62987","27.46","9,032.7"
"2020000000","2020年","11222","越谷市","","337,498","142,215","136,460","4,267","1.26430","5,755","4.21735","97.56459","60.24","5,673.4"
"2020000000","2020年","11223","蕨市","","72,260","36,555","34,174","2,066","2.85912","2,381","6.96729","101.75353","5.11","14,545.2"
"2020000000","2020年","11224","戸田市","","136,150","64,129","59,432","4,718","3.46530","4,697","7.90315","102.66153","18.19","7,744.3"
"2020000000","2020年","11225","入間市","","148,390","61,002","59,004","-2,667","-1.79729","1,998","3.38621","97.14943","44.69","3,260.8"
"2020000000","2020年","11227","朝霞市","","136,299","62,353","59,515","4,737","3.47545","2,838","4.76855","100.41209","18.34","7,690.1"
"2020000000","2020年","11228","志木市","","72,676","32,677","30,607","2,701","3.71650","2,070","6.76316","96.12062","9.05","8,329.0"
"2020000000","2020年","11229","和光市","","80,826","39,808","36,898","3,171","3.92324","2,910","7.88661","105.59785","11.04","7,608.4"
"2020000000","2020年","11230","新座市","","162,122","73,614","67,250","3,982","2.45617","6,364","9.46320","97.01110","22.78","7,291.7"
"2020000000","2020年","11231","桶川市","","73,936","30,865","28,685","842","1.13882","2,180","7.59979","97.71555","25.35","2,949.8"
"2020000000","2020年","11232","久喜市","","152,311","62,272","59,082","-1,712","-1.12402","3,190","5.39928","98.14876","82.41","1,827.4"
"2020000000","2020年","11233","北本市","","67,409","27,261","26,845","-2,181","-3.23547","416","1.54964","97.61869","19.82","3,291.0"
"2020000000","2020年","11234","八潮市","","86,717","42,006","35,763","6,695","7.72052","6,243","17.45659","105.72158","18.02","5,183.8"
"2020000000","2020年","11235","富士見市","","108,102","50,916","47,169","3,779","3.49577","3,747","7.94378","96.25147","19.77","5,659.1"
"2020000000","2020年","11237","三郷市","","136,521","60,446","55,288","5,656","4.14295","5,158","9.32933","101.12177","30.13","4,718.8"
"2020000000","2020年","11238","蓮田市","","62,380","25,462","24,543","-850","-1.36262","919","3.74445","98.15149","27.28","2,255.5"
"2020000000","2020年","11239","坂戸市","","101,679","44,317","42,883","-1,379","-1.35623","1,434","3.34398","99.55831","41.02","2,445.1"
"2020000000","2020年","11240","幸手市","","52,524","20,803","20,568","-2,429","-4.62455","235","1.14255","99.49425","33.93","1,476.4"
"2020000000","2020年","11241","鶴ヶ島市","","70,255","30,485","28,658","-57","-0.08113","1,827","6.37518","97.23526","17.65","3,977.2"
"2020000000","2020年","11242","日高市","","56,520","22,363","22,145","-1,929","-3.41295","218","0.98442","97.47151","47.48","1,149.8"
"2020000000","2020年","11243","吉川市","","69,738","27,750","25,716","2,290","3.28372","2,034","7.90947","98.86251","31.66","2,275.0"
"2020000000","2020年","11245","ふじみ野市","","110,970","49,299","45,806","2,670","2.40606","3,493","7.62564","97.42191","14.64","7,762.3"
"2020000000","2020年","11246","白岡市","","51,535","20,397","19,183","688","1.33502","1,214","6.32852","97.25401","24.92","2,095.6"
"2020000000","2020年","11301","伊奈町","","44,442","17,765","16,701","406","0.91355","1,064","6.37088","101.12113","14.79","3,032.3"
"2020000000","2020年","11324","三芳町","","38,456","15,024","14,328","-4","-0.01040","696","4.85762","97.20997","15.33","2,508.3"
"2020000000","2020年","11326","毛呂山町","","37,275","15,695","15,566","-1,896","-5.08652","129","0.82873","98.27944","34.07","1,038.4"
"2020000000","2020年","11327","越生町","","11,716","4,581","4,527","-674","-5.75282","54","1.19284","99.02668","40.39","273.4"
"2020000000","2020年","11341","滑川町","","18,212","7,563","6,785","1,470","8.07160","778","11.46647","104.12777","29.68","663.1"
"2020000000","2020年","11342","嵐山町","","18,341","7,413","6,968","-437","-2.38264","445","6.38634","99.77684","29.92","598.4"
"2020000000","2020年","11343","小川町","","31,178","11,764","12,007","-2,642","-8.47392","-243","-2.02382","98.88486","60.36","472.8"
"2020000000","2020年","11346","川島町","","20,788","7,255","7,238","-1,390","-6.68655","17","0.23487","102.78068","41.63","466.0"
"2020000000","2020年","11347","吉見町","","19,631","6,847","6,834","-1,435","-7.30987","13","0.19023","100.70593","38.64","470.9"
"2020000000","2020年","11348","鳩山町","","14,338","5,394","5,309","-757","-5.27968","85","1.60105","93.46154","25.73","527.8"
"2020000000","2020年","11349","ときがわ町","","11,492","4,200","4,199","-945","-8.22311","1","0.02382","102.32112","55.90","188.7"
"2020000000","2020年","11361","横瀬町","","8,519","3,081","3,074","-538","-6.31530","7","0.22772","98.73008","49.36","161.7"
"2020000000","2020年","11362","皆野町","","10,133","3,573","3,662","-828","-8.17132","-89","-2.43037","97.34889","63.74","146.0"
"2020000000","2020年","11363","長瀞町","","7,324","2,609","2,648","-515","-7.03168","-39","-1.47281","95.26814","30.43","223.8"
"2020000000","2020年","11365","小鹿野町","","12,117","4,175","4,363","-1,227","-10.12627","-188","-4.30896","97.10407","171.26","63.6"
"2020000000","2020年","11369","東秩父村","","2,915","990","1,028","-205","-7.03259","-38","-3.69650","99.55817","37.06","73.1"
"2020000000","2020年","11381","美里町","","11,207","3,859","3,612","-167","-1.49014","247","6.83832","100.69078","33.41","330.4"
"2020000000","2020年","11383","神川町","","13,730","5,172","5,033","-350","-2.54916","139","2.76177","102.72727","47.40","282.3"
"2020000000","2020年","11385","上里町","","30,565","11,819","11,225","-218","-0.71323","594","5.29176","97.88080","29.18","1,040.0"
"2020000000","2020年","11408","寄居町","","34,081","13,246","12,934","-1,695","-4.97345","312","2.41225","98.39500","64.25","504.1"
"2020000000","2020年","11442","宮代町","","33,705","14,553","13,728","458","1.35885","825","6.00962","101.19552","15.95","2,141.9"
"2020000000","2020年","11464","杉戸町","","45,495","17,673","17,348","-1,635","-3.59380","325","1.87341","100.02736","30.03","1,460.5"
"2020000000","2020年","11465","松伏町","","30,061","10,706","10,702","-1,789","-5.95123","4","0.03738","100.83825","16.20","1,745.2"
"2020000000","2020年","12000","千葉県","","6,222,666","2,766,999","2,609,132","64,368","1.03441","157,867","6.05056","98.38153","5,157.57","1,219.0"
"2020000000","2020年","12100","千葉市","","971,882","446,695","417,857","3,328","0.34243","28,838","6.90140","97.38856","271.78","3,588.2"
"2020000000","2020年","12101","千葉市中央区","","205,227","109,092","95,305","6,507","3.17064","13,787","14.46619","99.61912","44.72","4,734.7"
"2020000000","2020年","12102","千葉市花見川区","","179,200","80,741","77,732","-1,792","-1.00000","3,009","3.87099","96.85752","34.19","5,188.9"
"2020000000","2020年","12103","千葉市稲毛区","","160,968","74,617","71,334","-284","-0.17643","3,283","4.60229","100.04980","21.22","7,572.3"
"2020000000","2020年","12104","千葉市若葉区","","150,921","64,627","62,695","-3,945","-2.61395","1,932","3.08159","98.58670","84.19","1,745.8"
"2020000000","2020年","12105","千葉市緑区","","126,848","50,816","46,792","2,619","2.06468","4,024","8.59976","95.13030","66.25","1,954.2"
"2020000000","2020年","12106","千葉市美浜区","","148,718","66,802","63,999","223","0.14995","2,803","4.37976","92.96625","21.20","7,025.5"
"2020000000","2020年","12202","銚子市","","64,415","25,515","26,234","-5,937","-9.21680","-719","-2.74072","93.45000","84.20","694.5"
"2020000000","2020年","12203","市川市","","481,732","242,251","228,845","15,211","3.15756","13,406","5.85811","102.37544","57.45","8,650.0"
"2020000000","2020年","12204","船橋市","","622,890","289,027","272,432","20,082","3.22400","16,595","6.09143","98.37162","85.62","7,509.6"
"2020000000","2020年","12205","館山市","","47,464","20,225","20,146","-2,287","-4.81839","79","0.39214","93.66828","110.05","410.5"
"2020000000","2020年","12206","木更津市","","134,141","58,178","54,920","2,083","1.55284","3,258","5.93227","101.03896","138.95","980.4"
"2020000000","2020年","12207","松戸市","","483,480","230,650","215,627","14,813","3.06383","15,023","6.96712","98.32636","61.38","8,118.2"
"2020000000","2020年","12208","野田市","","153,583","63,578","59,712","-909","-0.59186","3,866","6.47441","99.56603","103.55","1,474.4"
"2020000000","2020年","12210","茂原市","","89,688","37,049","36,026","-2,867","-3.19664","1,023","2.83962","96.58327","99.92","868.9"
"2020000000","2020年","12211","成田市","","131,190","59,985","55,462","1,808","1.37815","4,523","8.15513","99.25093","213.84","622.0"
"2020000000","2020年","12212","佐倉市","","172,739","70,244","68,696","-3,881","-2.24674","1,548","2.25341","95.41941","103.69","1,628.5"
"2020000000","2020年","12213","東金市","","60,652","25,353","25,114","-2,404","-3.96360","239","0.95166","100.90367","89.12","653.6"
"2020000000","2020年","12215","旭市","","66,586","24,172","23,350","-2,798","-4.20208","822","3.52034","96.92517","130.45","489.0"
"2020000000","2020年","12216","習志野市","","167,909","79,184","72,350","8,397","5.00092","6,834","9.44575","99.40509","20.97","8,407.5"
"2020000000","2020年","12217","柏市","","413,954","188,045","175,691","12,598","3.04333","12,354","7.03166","97.63241","114.74","3,717.6"
"2020000000","2020年","12218","勝浦市","","19,248","8,197","8,965","-2,310","-12.00125","-768","-8.56665","105.73303","93.96","180.3"
"2020000000","2020年","12219","市原市","","274,656","117,675","113,518","-5,003","-1.82155","4,157","3.66197","105.54857","368.17","732.4"
"2020000000","2020年","12220","流山市","","174,373","82,961","70,802","25,587","14.67372","12,159","17.17324","96.97776","35.32","5,661.4"
"2020000000","2020年","12221","八千代市","","193,152","84,857","78,358","6,445","3.33675","6,499","8.29398","96.29724","51.39","3,884.0"
"2020000000","2020年","12222","我孫子市","","131,606","56,265","54,089","-1,016","-0.77200","2,176","4.02300","94.82903","43.15","3,026.4"
"2020000000","2020年","12223","鴨川市","","33,932","14,583","14,453","-1,783","-5.25463","130","0.89947","90.01714","191.14","168.2"
"2020000000","2020年","12224","鎌ケ谷市","","108,917","47,021","44,101","1,072","0.98424","2,920","6.62117","95.02633","21.08","5,217.7"
"2020000000","2020年","12225","君津市","","86,033","35,352","34,447","-3,784","-4.39831","905","2.62722","104.01081","318.81","258.0"
"2020000000","2020年","12226","富津市","","45,601","17,818","17,634","-3,093","-6.78275","184","1.04344","102.70863","205.50","206.9"
"2020000000","2020年","12227","浦安市","","164,024","79,934","74,229","7,400","4.51153","5,705","7.68568","94.96838","17.30","9,908.9"
"2020000000","2020年","12228","四街道市","","89,245","38,301","35,014","4,387","4.91568","3,287","9.38767","98.04979","34.52","2,712.4"
"2020000000","2020年","12229","袖ケ浦市","","60,952","25,370","22,652","2,954","4.84644","2,718","11.99894","101.62802","94.93","673.2"
"2020000000","2020年","12230","八街市","","70,734","27,683","27,074","-3,254","-4.60033","609","2.24939","102.28424","74.94","900.5"
"2020000000","2020年","12231","印西市","","92,670","38,200","32,590","9,981","10.77048","5,610","17.21387","97.09497","123.79","829.2"
"2020000000","2020年","12232","白井市","","61,674","24,071","22,725","796","1.29066","1,346","5.92299","98.04711","35.48","1,760.7"
"2020000000","2020年","12233","富里市","","49,636","21,713","20,057","126","0.25385","1,656","8.25647","103.48395","53.88","923.6"
"2020000000","2020年","12234","南房総市","","39,033","14,720","15,061","-3,189","-8.17001","-341","-2.26413","90.30528","230.12","155.8"
"2020000000","2020年","12235","匝瑳市","","37,261","12,853","12,712","-2,162","-5.80231","141","1.10919","96.79843","101.52","345.7"
"2020000000","2020年","12236","香取市","","77,499","27,528","27,294","-5,072","-6.54460","234","0.85733","96.82855","262.35","276.1"
"2020000000","2020年","12237","山武市","","52,222","19,330","19,454","-3,760","-7.20003","-124","-0.63740","99.70330","146.77","330.2"
"2020000000","2020年","12238","いすみ市","","38,594","14,580","14,849","-3,023","-7.83282","-269","-1.81157","95.47728","157.50","225.8"
"2020000000","2020年","12239","大網白里市","","49,184","19,531","18,849","-1,029","-2.09214","682","3.61823","95.72816","58.08","829.1"
"2020000000","2020年","12322","酒々井町","","20,955","9,388","8,970","-195","-0.93057","418","4.65998","95.84906","19.01","1,092.1"
"2020000000","2020年","12329","栄町","","21,228","8,245","8,185","-1,088","-5.12531","60","0.73305","96.06698","32.51","619.5"
"2020000000","2020年","12342","神崎町","","6,133","2,287","2,207","-313","-5.10354","80","3.62483","101.94310","19.90","292.5"
"2020000000","2020年","12347","多古町","","14,724","5,039","5,053","-976","-6.62863","-14","-0.27706","101.99824","72.80","188.8"
"2020000000","2020年","12349","東庄町","","14,152","4,579","4,562","-917","-6.47965","17","0.37264","98.81328","46.25","286.2"
"2020000000","2020年","12403","九十九里町","","16,510","6,143","6,411","-1,866","-11.30224","-268","-4.18032","96.80151","24.46","598.7"
"2020000000","2020年","12409","芝山町","","7,431","2,501","2,453","-389","-5.23483","48","1.95679","97.58698","43.24","162.9"
"2020000000","2020年","12410","横芝光町","","23,762","8,238","8,433","-1,671","-7.03224","-195","-2.31234","95.15018","67.01","329.7"
"2020000000","2020年","12421","一宮町","","11,767","4,972","4,485","133","1.13028","487","10.85842","95.94928","22.99","517.6"
"2020000000","2020年","12422","睦沢町","","7,222","2,452","2,434","-454","-6.28635","18","0.73952","92.87546","35.59","190.2"
"2020000000","2020年","12423","長生村","","14,359","5,596","5,178","-551","-3.83731","418","8.07261","97.03196","28.25","488.8"
"2020000000","2020年","12424","白子町","","11,149","4,130","4,164","-838","-7.51637","-34","-0.81652","98.44111","27.50","374.9"
"2020000000","2020年","12426","長柄町","","7,337","2,495","2,591","-612","-8.34128","-96","-3.70513","95.83576","47.11","142.8"
"2020000000","2020年","12427","長南町","","8,206","2,635","2,789","-1,001","-12.19839","-154","-5.52169","96.00109","65.51","110.0"
"2020000000","2020年","12441","大多喜町","","9,843","3,373","3,447","-944","-9.59057","-74","-2.14679","94.00480","129.87","68.5"
"2020000000","2020年","12443","御宿町","","7,315","3,199","3,054","-433","-5.91934","145","4.74787","89.90066","24.85","276.9"
"2020000000","2020年","12463","鋸南町","","8,022","3,033","3,327","-1,024","-12.76490","-294","-8.83679","92.14717","45.19","154.9"
"2020000000","2020年","13000","東京都","","13,515,272","7,219,402","6,701,123","549,424","4.06521","518,279","7.73421","96.36552","2,194.03","6,410.4"
"2020000000","2020年","13100","特別区部","","9,272,740","5,209,997","4,801,194","471,794","5.08797","408,803","8.51461","96.13157","627.53","15,528.4"
"2020000000","2020年","13101","千代田区","","58,406","37,396","33,262","8,352","14.29990","4,134","12.42860","101.85656","11.66","5,725.4"
"2020000000","2020年","13102","中央区","","141,183","92,338","79,272","28,135","19.92804","13,066","16.48249","91.64676","10.21","16,583.5"
"2020000000","2020年","13103","港区","","243,283","146,114","130,562","17,568","7.22122","15,552","11.91158","89.97371","20.37","12,805.6"
"2020000000","2020年","13104","新宿区","","333,560","222,820","204,989","16,183","4.85160","17,831","8.69852","99.92969","18.22","19,195.6"
"2020000000","2020年","13105","文京区","","219,724","133,271","120,858","20,573","9.36311","12,413","10.27073","92.62285","11.29","21,284.1"
"2020000000","2020年","13106","台東区","","198,073","124,231","112,117","13,706","6.91967","12,114","10.80478","105.28780","10.11","20,947.5"
"2020000000","2020年","13107","墨田区","","256,274","145,682","130,862","15,916","6.21054","14,820","11.32491","98.07881","13.77","19,766.9"
"2020000000","2020年","13108","江東区","","498,109","264,307","243,708","26,438","5.30767","20,599","8.45233","96.80008","42.99","12,201.6"
"2020000000","2020年","13109","品川区","","386,855","237,399","212,374","35,940","9.29030","25,025","11.78346","97.52899","22.84","18,511.2"
"2020000000","2020年","13110","目黒区","","277,622","155,320","146,162","10,879","3.91864","9,158","6.26565","89.09295","14.67","19,666.1"
"2020000000","2020年","13111","大田区","","717,082","399,477","371,149","31,209","4.35222","28,328","7.63251","99.09882","61.86","12,096.5"
"2020000000","2020年","13112","世田谷区","","903,346","494,092","463,632","44,801","4.95945","30,460","6.56987","89.23843","58.05","16,333.3"
"2020000000","2020年","13113","渋谷区","","224,533","149,012","135,749","19,534","8.69983","13,263","9.77024","93.43684","15.11","16,152.7"
"2020000000","2020年","13114","中野区","","328,215","207,005","196,132","16,874","5.14114","10,873","5.54372","99.78753","15.59","22,135.3"
"2020000000","2020年","13115","杉並区","","563,997","336,954","312,001","28,244","5.00783","24,953","7.99773","92.62376","34.06","17,388.2"
"2020000000","2020年","13116","豊島区","","291,167","183,801","176,376","10,931","3.75420","7,425","4.20976","99.99735","13.01","23,220.4"
"2020000000","2020年","13117","北区","","341,076","188,380","178,379","14,425","4.22926","10,001","5.60660","98.18429","20.61","17,249.0"
"2020000000","2020年","13118","荒川区","","212,264","111,894","103,101","5,449","2.56709","8,793","8.52853","97.94430","10.16","21,428.4"
"2020000000","2020年","13119","板橋区","","561,916","314,356","291,408","22,487","4.00184","22,948","7.87487","95.77990","32.22","18,137.9"
"2020000000","2020年","13120","練馬区","","721,722","373,946","337,987","31,323","4.34004","35,959","10.63917","92.41599","48.08","15,662.3"
"2020000000","2020年","13121","足立区","","670,122","344,645","310,662","25,408","3.79155","33,983","10.93890","99.79777","53.25","13,061.6"
"2020000000","2020年","13122","葛飾区","","442,913","215,521","201,380","10,528","2.37699","14,141","7.02205","99.23416","34.80","13,029.9"
"2020000000","2020年","13123","江戸川区","","681,298","332,036","309,072","16,891","2.47924","22,964","7.42998","101.20604","49.90","13,991.8"
"2020000000","2020年","13201","八王子市","","577,513","265,572","253,356","2,092","0.36224","12,216","4.82167","101.09533","186.38","3,109.8"
"2020000000","2020年","13202","立川市","","176,295","92,301","83,285","10,794","6.12269","9,016","10.82548","98.21480","24.36","7,680.2"
"2020000000","2020年","13203","武蔵野市","","144,730","78,022","74,022","5,372","3.71174","4,000","5.40380","91.78688","10.98","13,670.5"
"2020000000","2020年","13204","三鷹市","","186,936","96,377","90,226","8,622","4.61227","6,151","6.81733","93.60645","16.42","11,909.7"
"2020000000","2020年","13205","青梅市","","137,381","56,570","54,371","-3,794","-2.76166","2,199","4.04444","99.51461","103.31","1,293.1"
"2020000000","2020年","13206","府中市","","260,274","124,317","119,569","2,658","1.02123","4,748","3.97093","100.01217","29.43","8,934.1"
"2020000000","2020年","13207","昭島市","","111,539","52,420","48,258","2,514","2.25392","4,162","8.62448","98.71592","17.34","6,577.5"
"2020000000","2020年","13208","調布市","","229,061","120,429","110,581","13,660","5.96348","9,848","8.90569","93.13388","21.58","11,247.5"
"2020000000","2020年","13209","町田市","","432,349","191,959","186,712","-824","-0.19059","5,247","2.81021","95.51408","71.55","6,031.1"
"2020000000","2020年","13210","小金井市","","121,396","63,323","59,796","4,857","4.00096","3,527","5.89839","95.88078","11.30","11,172.8"
"2020000000","2020年","13211","小平市","","190,005","90,237","82,888","8,972","4.72198","7,349","8.86618","96.06543","20.51","9,701.5"
"2020000000","2020年","13212","日野市","","186,283","90,270","84,928","3,978","2.13546","5,342","6.29003","99.32636","27.55","6,906.0"
"2020000000","2020年","13213","東村山市","","149,956","68,281","64,604","1,985","1.32372","3,677","5.69160","94.49444","17.14","8,864.7"
"2020000000","2020年","13214","国分寺市","","122,742","63,912","59,130","6,611","5.38609","4,782","8.08727","94.96142","11.46","11,287.3"
"2020000000","2020年","13215","国立市","","73,655","38,166","34,062","3,512","4.76818","4,104","12.04862","94.58608","8.15","9,468.3"
"2020000000","2020年","13218","福生市","","58,395","28,190","27,260","-1,952","-3.34275","930","3.41159","98.65203","10.16","5,555.4"
"2020000000","2020年","13219","狛江市","","80,249","42,493","39,458","4,558","5.67982","3,035","7.69172","93.73829","6.39","13,271.8"
"2020000000","2020年","13220","東大和市","","85,157","36,392","35,555","-1,205","-1.41503","837","2.35410","95.62391","13.42","6,255.7"
"2020000000","2020年","13221","清瀬市","","74,864","34,964","32,369","1,394","1.86204","2,595","8.01693","91.98409","10.23","7,454.3"
"2020000000","2020年","13222","東久留米市","","116,632","51,229","49,902","-1,405","-1.20464","1,327","2.65921","93.11033","12.88","8,946.2"
"2020000000","2020年","13223","武蔵村山市","","71,229","29,952","28,300","-366","-0.51384","1,652","5.83746","99.04778","15.32","4,625.5"
"2020000000","2020年","13224","多摩市","","146,631","68,444","65,461","538","0.36691","2,983","4.55691","95.10672","21.01","7,004.7"
"2020000000","2020年","13225","稲城市","","87,636","39,812","36,533","5,535","6.31590","3,279","8.97545","101.28108","17.97","5,184.8"
"2020000000","2020年","13227","羽村市","","55,833","23,784","23,451","-1,492","-2.67225","333","1.41998","102.29693","9.90","5,489.0"
"2020000000","2020年","13228","あきる野市","","80,954","31,791","30,817","-1,588","-1.96161","974","3.16059","98.01896","73.47","1,080.3"
"2020000000","2020年","13229","西東京市","","200,012","95,629","89,734","7,377","3.68828","5,895","6.56942","94.87784","15.75","13,167.6"
