"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村 コード","全国，都道府県，市区町村","/表章事項","2015年（平成27年）の人口（組替）【人】","世帯数【世帯】","2015年（平成27年）の世帯数（組替）【世帯】","5年間の人口増減数【人】","5年間の人口増減率【％】","5年間の世帯増減数【世帯】","5年間の世帯増減率【％】","人口性比","面積（参考）【km2】","人口密度【1km2当たり】"
"2020000000","2020年","01425","上砂川町","","3,479","1,485","1,744","-632","-18.16614","-259","-14.85092","82.85164","39.98","71.2"
"2020000000","2020年","01427","由仁町","","5,314","2,061","2,149","-496","-9.33384","-88","-4.09493","91.26638","133.74","36.0"
"2020000000","2020年","01428","長沼町","","11,076","4,089","4,257","-776","-7.00614","-168","-3.94644","91.66357","168.52","61.1"
"2020000000","2020年","01429","栗山町","","12,344","4,958","5,186","-1,082","-8.76539","-228","-4.39645","84.77441","203.93","55.2"
"2020000000","2020年","01430","月形町","","4,577","1,324","1,466","-885","-19.33581","-142","-9.68622","144.99005","150.40","24.5"
"2020000000","2020年","01431","浦臼町","","1,985","783","850","-260","-13.09824","-67","-7.88235","94.25676","101.83","16.9"
"2020000000","2020年","01432","新十津川町","","6,831","2,537","2,570","-345","-5.05051","-33","-1.28405","84.57598","495.47","13.1"
"2020000000","2020年","01433","妹背牛町","","3,091","1,257","1,269","-395","-12.77904","-12","-0.94563","91.74964","48.64","55.4"
"2020000000","2020年","01434","秩父別町","","2,513","982","1,017","-183","-7.28213","-35","-3.44149","85.21463","47.18","49.4"
"2020000000","2020年","01436","雨竜町","","2,749","926","1,005","-357","-12.98654","-79","-7.86070","95.10604","191.15","12.5"
"2020000000","2020年","01437","北竜町","","1,981","748","782","-270","-13.62948","-34","-4.34783","92.46344","158.70","10.8"
"2020000000","2020年","01438","沼田町","","3,181","1,241","1,333","-278","-8.73939","-92","-6.90173","91.74373","283.35","10.2"
"2020000000","2020年","01452","鷹栖町","","7,018","2,657","2,717","-446","-6.35509","-60","-2.20832","89.66811","139.42","47.1"
"2020000000","2020年","01453","東神楽町","","10,233","3,841","3,657","-92","-0.89905","184","5.03145","86.48400","68.50","148.0"
"2020000000","2020年","01454","当麻町","","6,689","2,776","2,698","-363","-5.42682","78","2.89103","85.51320","204.90","30.9"
"2020000000","2020年","01455","比布町","","3,777","1,569","1,586","-257","-6.80434","-17","-1.07188","89.45102","86.90","40.5"
"2020000000","2020年","01456","愛別町","","2,976","1,187","1,305","-366","-12.29839","-118","-9.04215","87.50000","250.13","10.4"
"2020000000","2020年","01457","上川町","","4,044","1,913","2,102","-542","-13.40257","-189","-8.99144","95.31511","1,049.47","3.3"
"2020000000","2020年","01458","東川町","","8,111","3,408","3,148","204","2.51510","260","8.25921","87.40140","247.30","33.6"
"2020000000","2020年","01459","美瑛町","","10,292","4,214","4,288","-575","-5.58686","-74","-1.72575","86.54252","676.78","14.4"
"2020000000","2020年","01460","上富良野町","","10,826","4,290","4,363","-473","-4.36911","-73","-1.67316","107.26727","237.10","43.7"
"2020000000","2020年","01461","中富良野町","","5,069","1,977","2,025","-328","-6.47070","-48","-2.37037","91.32365","108.65","43.6"
"2020000000","2020年","01462","南富良野町","","2,555","1,085","1,132","-179","-7.00587","-47","-4.15194","106.96864","665.54","3.6"
"2020000000","2020年","01463","占冠村","","1,211","849","704","96","7.92733","145","20.59659","99.54198","571.41","2.3"
"2020000000","2020年","01464","和寒町","","3,596","1,433","1,533","-403","-11.20690","-100","-6.52316","88.37758","225.11","14.2"
"2020000000","2020年","01465","剣淵町","","3,228","1,239","1,330","-301","-9.32466","-91","-6.84211","95.00333","130.99","22.3"
"2020000000","2020年","01468","下川町","","3,547","1,467","1,674","-420","-11.84099","-207","-12.36559","91.48806","644.20","4.9"
"2020000000","2020年","01469","美深町","","4,659","1,912","2,041","-512","-10.98948","-129","-6.32043","96.63348","672.09","6.2"
"2020000000","2020年","01470","音威子府村","","832","346","405","-126","-15.14423","-59","-14.56790","107.03812","275.63","2.6"
"2020000000","2020年","01471","中川町","","1,767","822","897","-239","-13.52575","-75","-8.36120","111.34163","594.74","2.6"
"2020000000","2020年","01472","幌加内町","","1,525","676","690","-154","-10.09836","-14","-2.02899","98.98403","767.04","1.8"
"2020000000","2020年","01481","増毛町","","4,497","1,809","2,051","-585","-13.00867","-242","-11.79912","82.97474","369.71","10.6"
"2020000000","2020年","01482","小平町","","3,336","1,374","1,406","-338","-10.13189","-32","-2.27596","91.44317","627.22","4.8"
"2020000000","2020年","01483","苫前町","","3,265","1,346","1,420","-329","-10.07657","-74","-5.21127","94.17989","454.60","6.5"
"2020000000","2020年","01484","羽幌町","","7,327","3,144","3,367","-776","-10.59096","-223","-6.62311","93.35891","472.65","13.9"
"2020000000","2020年","01485","初山別村","","1,217","505","537","-137","-11.25719","-32","-5.95903","92.17082","279.52","3.9"
"2020000000","2020年","01486","遠別町","","2,806","1,194","1,225","-285","-10.15681","-31","-2.53061","94.37163","590.80","4.3"
"2020000000","2020年","01487","天塩町","","3,243","1,445","1,502","-293","-9.03484","-57","-3.79494","100.54385","353.56","8.3"
"2020000000","2020年","01511","猿払村","","2,684","1,238","1,174","-72","-2.68256","64","5.45145","96.98341","589.99","4.4"
"2020000000","2020年","01512","浜頓別町","","3,881","1,719","1,845","-427","-11.00232","-126","-6.82927","94.48198","401.64","8.6"
"2020000000","2020年","01513","中頓別町","","1,757","774","775","-119","-6.77291","-1","-0.12903","99.75610","398.51","4.1"
"2020000000","2020年","01514","枝幸町","","8,437","3,518","3,772","-858","-10.16949","-254","-6.73383","90.37930","1,115.93","6.8"
"2020000000","2020年","01516","豊富町","","4,054","1,946","1,782","-79","-1.94869","164","9.20314","111.88699","520.69","7.6"
"2020000000","2020年","01517","礼文町","","2,773","1,244","1,353","-263","-9.48431","-109","-8.05617","104.89796","81.64","30.7"
"2020000000","2020年","01518","利尻町","","2,303","1,038","1,154","-298","-12.93964","-116","-10.05199","98.12253","76.50","26.2"
"2020000000","2020年","01519","利尻富士町","","2,787","1,199","1,264","-330","-11.84069","-65","-5.14241","93.31235","105.62","23.3"
"2020000000","2020年","01520","幌延町","","2,447","1,231","1,138","-74","-3.02411","93","8.17223","119.51896","574.10","4.1"
"2020000000","2020年","01543","美幌町","","20,296","8,323","8,626","-1,591","-7.83898","-303","-3.51264","94.09567","438.41","42.7"
"2020000000","2020年","01544","津別町","","5,008","2,043","2,231","-639","-12.75958","-188","-8.42671","92.12841","716.80","6.1"
"2020000000","2020年","01545","斜里町","","12,231","5,371","5,547","-788","-6.44265","-176","-3.17289","98.76672","737.13","15.5"
"2020000000","2020年","01546","清里町","","4,221","1,589","1,671","-333","-7.88913","-82","-4.90724","94.10884","402.76","9.7"
"2020000000","2020年","01547","小清水町","","5,085","1,943","2,033","-464","-9.12488","-90","-4.42696","91.50435","286.89","16.1"
"2020000000","2020年","01549","訓子府町","","5,100","1,873","1,910","-418","-8.19608","-37","-1.93717","91.80664","190.95","24.5"
"2020000000","2020年","01550","置戸町","","3,092","1,202","1,304","-316","-10.21992","-102","-7.82209","85.43754","527.27","5.3"
"2020000000","2020年","01552","佐呂間町","","5,362","2,265","2,311","-483","-9.00783","-46","-1.99048","89.10853","404.94","12.0"
"2020000000","2020年","01555","遠軽町","","20,873","8,803","9,278","-1,623","-7.77560","-475","-5.11964","94.24823","1,332.45","14.4"
"2020000000","2020年","01559","湧別町","","9,231","3,692","3,861","-956","-10.35641","-169","-4.37710","91.32948","505.79","16.4"
"2020000000","2020年","01560","滝上町","","2,721","1,226","1,295","-300","-11.02536","-69","-5.32819","94.61415","766.89","3.2"
"2020000000","2020年","01561","興部町","","3,909","1,711","1,757","-280","-7.16296","-46","-2.61810","94.58445","362.54","10.0"
"2020000000","2020年","01562","西興部村","","1,116","492","501","-64","-5.73477","-9","-1.79641","97.74436","308.08","3.4"
"2020000000","2020年","01563","雄武町","","4,525","1,908","2,062","-321","-7.09392","-154","-7.46848","91.26479","636.89","6.6"
"2020000000","2020年","01564","大空町","","7,360","2,746","2,874","-539","-7.32337","-128","-4.45372","95.66839","343.66","19.8"
"2020000000","2020年","01571","豊浦町","","4,291","1,773","1,973","-467","-10.88324","-200","-10.13685","87.45098","233.57","16.4"
"2020000000","2020年","01575","壮瞥町","","2,922","1,170","1,168","-173","-5.92060","2","0.17123","87.90157","205.01","13.4"
"2020000000","2020年","01578","白老町","","17,740","7,679","7,955","-1,515","-8.54002","-276","-3.46952","90.50135","425.64","38.1"
"2020000000","2020年","01581","厚真町","","4,838","1,932","2,126","-399","-8.24721","-194","-9.12512","102.69406","404.61","11.0"
"2020000000","2020年","01584","洞爺湖町","","9,299","4,047","4,240","-846","-9.09775","-193","-4.55189","86.14843","180.87","46.7"
"2020000000","2020年","01585","安平町","","8,148","3,450","3,651","-805","-9.87973","-201","-5.50534","97.92453","237.16","31.0"
"2020000000","2020年","01586","むかわ町","","8,596","3,672","3,784","-946","-11.00512","-112","-2.95983","97.87894","711.36","10.8"
"2020000000","2020年","01601","日高町","","12,378","5,549","5,781","-1,089","-8.79787","-232","-4.01315","102.38437","992.14","11.4"
"2020000000","2020年","01602","平取町","","5,315","2,295","2,373","-555","-10.44214","-78","-3.28698","100.33670","743.09","6.4"
"2020000000","2020年","01604","新冠町","","5,592","2,451","2,405","-277","-4.95351","46","1.91268","96.12546","585.81","9.1"
"2020000000","2020年","01607","浦河町","","13,075","5,908","6,178","-992","-7.58700","-270","-4.37035","97.69306","694.26","17.4"
"2020000000","2020年","01608","様似町","","4,518","1,915","2,044","-473","-10.46923","-129","-6.31115","90.71193","364.30","11.1"
"2020000000","2020年","01609","えりも町","","4,906","1,808","1,929","-530","-10.80310","-121","-6.27268","104.10448","284.00","15.4"
"2020000000","2020年","01610","新ひだか町","","23,231","10,198","10,443","-1,709","-7.35655","-245","-2.34607","94.83976","1,147.55","18.8"
"2020000000","2020年","01631","音更町","","44,807","18,306","18,019","-1,194","-2.66476","287","1.59276","89.82807","466.02","93.6"
"2020000000","2020年","01632","士幌町","","6,132","2,522","2,479","-278","-4.53359","43","1.73457","97.57003","259.19","22.6"
"2020000000","2020年","01633","上士幌町","","4,765","2,495","2,177","5","0.10493","318","14.60726","96.37711","694.23","6.9"
"2020000000","2020年","01634","鹿追町","","5,542","2,252","2,258","-272","-4.90798","-6","-0.26572","95.83798","402.88","13.1"
"2020000000","2020年","01635","新得町","","6,288","2,847","3,043","-471","-7.49046","-196","-6.44101","99.55403","1,063.83","5.5"
"2020000000","2020年","01636","清水町","","9,599","4,158","4,131","-493","-5.13595","27","0.65359","96.88649","402.25","22.6"
"2020000000","2020年","01637","芽室町","","18,484","7,238","7,169","-406","-2.19649","69","0.96248","91.05897","513.76","35.2"
"2020000000","2020年","01638","中札内村","","3,966","1,684","1,609","-75","-1.89107","75","4.66128","93.58209","292.58","13.3"
"2020000000","2020年","01639","更別村","","3,185","1,311","1,239","-105","-3.29670","72","5.81114","97.18310","176.90","17.4"
"2020000000","2020年","01641","大樹町","","5,738","2,593","2,534","-314","-5.47229","59","2.32833","100.07377","815.68","6.6"
"2020000000","2020年","01642","広尾町","","7,030","3,001","3,157","-642","-9.13229","-156","-4.94140","94.10514","596.54","10.7"
"2020000000","2020年","01643","幕別町","","26,760","11,013","10,944","-982","-3.66966","69","0.63048","90.49660","477.64","54.0"
"2020000000","2020年","01644","池田町","","6,882","2,966","3,044","-583","-8.47137","-78","-2.56242","89.32973","371.79","16.9"
"2020000000","2020年","01645","豊頃町","","3,182","1,354","1,362","-162","-5.09114","-8","-0.58737","95.84955","536.71","5.6"
"2020000000","2020年","01646","本別町","","7,358","3,099","3,260","-734","-9.97554","-161","-4.93865","95.11046","391.91","16.9"
"2020000000","2020年","01647","足寄町","","6,990","3,095","3,179","-428","-6.12303","-84","-2.64234","95.93909","1,408.04","4.7"
"2020000000","2020年","01648","陸別町","","2,482","1,051","1,128","-217","-8.74295","-77","-6.82624","100.97604","608.90","3.7"
"2020000000","2020年","01649","浦幌町","","4,919","1,992","2,086","-530","-10.77455","-94","-4.50623","95.15340","729.85","6.0"
"2020000000","2020年","01661","釧路町","","19,833","8,256","8,119","-718","-3.62023","137","1.68740","90.90183","252.66","75.7"
"2020000000","2020年","01662","厚岸町","","9,778","4,021","4,115","-885","-9.05093","-94","-2.28433","88.37111","739.27","12.0"
"2020000000","2020年","01663","浜中町","","6,061","2,310","2,325","-550","-9.07441","-15","-0.64516","98.02372","423.63","13.0"
"2020000000","2020年","01664","標茶町","","7,742","3,245","3,281","-512","-6.61328","-36","-1.09723","92.23611","1,099.37","6.6"
"2020000000","2020年","01665","弟子屈町","","7,758","3,320","3,509","-797","-10.27327","-189","-5.38615","90.97394","774.33","9.0"
"2020000000","2020年","01667","鶴居村","","2,534","1,119","1,026","30","1.18390","93","9.06433","96.17445","571.80","4.5"
"2020000000","2020年","01668","白糠町","","8,068","3,477","3,609","-774","-9.59346","-132","-3.65752","87.98969","773.13","9.4"
"2020000000","2020年","01691","別海町","","15,273","6,091","5,997","-891","-5.83382","94","1.56745","102.70613","1,319.63","10.9"
"2020000000","2020年","01692","中標津町","","23,774","10,567","10,437","-751","-3.15891","130","1.24557","97.08098","684.87","33.6"
"2020000000","2020年","01693","標津町","","5,242","2,205","2,169","-217","-4.13964","36","1.65975","95.90643","624.69","8.0"
"2020000000","2020年","01694","羅臼町","","5,415","1,946","2,101","-694","-12.81625","-155","-7.37744","98.52817","397.72","11.9"
"2020000000","2020年","02000","青森県","","1,308,265","510,943","510,945","-69,535","-5.31505","-2","-0.00039","89.06453","9,645.64","128.4"
"2020000000","2020年","02201","青森市","","287,648","118,293","118,234","-12,308","-4.27884","59","0.04990","86.99954","824.61","333.9"
"2020000000","2020年","02202","弘前市","","177,411","70,789","71,152","-8,847","-4.98673","-363","-0.51018","84.64673","524.20","321.6"
"2020000000","2020年","02203","八戸市","","231,257","95,716","93,750","-7,728","-3.34174","1,966","2.09707","91.55305","305.56","731.5"
"2020000000","2020年","02204","黒石市","","34,284","11,680","11,770","-2,312","-6.74367","-90","-0.76466","86.08928","217.05","147.3"
"2020000000","2020年","02205","五所川原市","","55,181","20,898","21,143","-3,746","-6.78857","-245","-1.15878","82.51011","404.20","127.3"
"2020000000","2020年","02206","十和田市","","63,429","25,531","25,487","-3,009","-4.74389","44","0.17264","90.42516","725.65","83.3"
"2020000000","2020年","02207","三沢市","","40,196","17,259","16,367","-1,015","-2.52513","892","5.44999","100.20950","119.87","326.9"
"2020000000","2020年","02208","むつ市","","58,493","24,072","24,475","-4,371","-7.47269","-403","-1.64658","93.15489","864.12","62.6"
"2020000000","2020年","02209","つがる市","","33,316","10,806","10,984","-2,337","-7.01465","-178","-1.62054","86.48567","253.55","122.2"
"2020000000","2020年","02210","平川市","","32,106","10,066","10,129","-1,485","-4.62530","-63","-0.62198","86.37249","346.01","88.5"
"2020000000","2020年","02301","平内町","","11,142","3,793","3,971","-1,013","-9.09173","-178","-4.48250","90.71738","217.09","46.7"
"2020000000","2020年","02303","今別町","","2,756","1,127","1,277","-421","-15.27576","-150","-11.74628","92.18107","125.27","18.6"
"2020000000","2020年","02304","蓬田村","","2,896","899","959","-353","-12.18923","-60","-6.25652","90.91592","80.84","31.5"
"2020000000","2020年","02307","外ヶ浜町","","6,198","2,350","2,577","-788","-12.71378","-227","-8.80869","87.97776","230.30","23.5"
"2020000000","2020年","02321","鰺ヶ沢町","","10,126","3,643","3,851","-1,079","-10.65574","-208","-5.40119","84.59498","343.08","26.4"
"2020000000","2020年","02323","深浦町","","8,429","3,047","3,304","-1,083","-12.84850","-257","-7.77845","86.06890","488.90","15.0"
"2020000000","2020年","02343","西目屋村","","1,415","437","488","-150","-10.60071","-51","-10.45082","87.13018","246.02","5.1"
"2020000000","2020年","02361","藤崎町","","15,179","4,960","4,942","-601","-3.95942","18","0.36423","86.27651","37.29","390.9"
"2020000000","2020年","02362","大鰐町","","9,676","3,228","3,421","-1,005","-10.38652","-193","-5.64163","83.12566","163.43","53.1"
"2020000000","2020年","02367","田舎館村","","7,783","2,400","2,382","-455","-5.84607","18","0.75567","87.75301","22.35","327.9"
"2020000000","2020年","02381","板柳町","","13,935","4,476","4,680","-1,223","-8.77646","-204","-4.35897","84.07182","41.88","303.5"
"2020000000","2020年","02384","鶴田町","","13,392","4,255","4,384","-1,315","-9.81930","-129","-2.94252","85.11649","46.43","260.1"
"2020000000","2020年","02387","中泊町","","11,187","3,869","4,118","-1,524","-13.62296","-249","-6.04662","84.76099","216.34","44.7"
"2020000000","2020年","02401","野辺地町","","13,524","5,325","5,565","-1,135","-8.39249","-240","-4.31267","87.37145","81.68","151.7"
"2020000000","2020年","02402","七戸町","","15,709","5,443","5,572","-1,145","-7.28882","-129","-2.31515","91.70725","337.23","43.2"
"2020000000","2020年","02405","六戸町","","10,423","3,833","3,570","33","0.31661","263","7.36695","94.71136","83.89","124.6"
"2020000000","2020年","02406","横浜町","","4,535","1,813","1,785","-304","-6.70342","28","1.56863","95.87963","126.38","33.5"
"2020000000","2020年","02408","東北町","","17,955","5,868","5,974","-1,514","-8.43219","-106","-1.77436","91.24113","326.50","50.4"
"2020000000","2020年","02411","六ヶ所村","","10,536","5,193","4,683","-167","-1.58504","510","10.89045","132.54093","252.68","41.0"
"2020000000","2020年","02412","おいらせ町","","24,222","9,180","8,658","60","0.24771","522","6.02911","91.90706","71.96","337.4"
"2020000000","2020年","02423","大間町","","5,227","2,107","2,152","-509","-9.73790","-45","-2.09108","101.19403","52.10","90.6"
"2020000000","2020年","02424","東通村","","6,607","2,559","2,578","-651","-9.85319","-19","-0.73701","113.17108","295.27","20.2"
"2020000000","2020年","02425","風間浦村","","1,976","754","823","-343","-17.35830","-69","-8.38396","90.10477","69.55","23.5"
"2020000000","2020年","02426","佐井村","","2,148","824","906","-360","-16.75978","-82","-9.05077","97.56906","135.04","13.2"
"2020000000","2020年","02441","三戸町","","10,135","3,564","3,756","-1,045","-10.31080","-192","-5.11182","89.49343","151.79","59.9"
"2020000000","2020年","02442","五戸町","","17,433","6,059","6,123","-1,382","-7.92749","-64","-1.04524","91.79113","177.67","90.3"
"2020000000","2020年","02443","田子町","","5,554","1,918","2,006","-584","-10.51494","-88","-4.38684","91.59599","241.98","20.5"
"2020000000","2020年","02445","南部町","","18,312","6,260","6,419","-1,490","-8.13674","-159","-2.47702","88.20765","153.12","109.9"
"2020000000","2020年","02446","階上町","","14,025","5,862","5,699","-519","-3.70053","163","2.86015","102.27647","94.00","143.7"
"2020000000","2020年","02450","新郷村","","2,509","787","831","-312","-12.43523","-44","-5.29483","94.42478","150.77","14.6"
"2020000000","2020年","03000","岩手県","","1,279,594","492,014","493,049","-68,388","-5.34451","-1,035","-0.20992","92.82912","15,275.01","79.3"
"2020000000","2020年","03201","盛岡市","","297,631","130,936","129,718","-7,738","-2.59986","1,218","0.93896","89.54316","886.47","327.0"
"2020000000","2020年","03202","宮古市","","56,676","21,303","23,387","-6,275","-11.07171","-2,084","-8.91093","93.74568","1,259.15","40.0"
"2020000000","2020年","03203","大船渡市","","38,058","14,115","14,807","-3,319","-8.72090","-692","-4.67347","92.42785","322.51","107.7"
"2020000000","2020年","03205","花巻市","","97,702","34,715","33,799","-4,468","-4.57309","916","2.71014","91.02979","908.39","102.6"
"2020000000","2020年","03206","北上市","","93,511","38,871","35,861","-422","-0.45128","3,010","8.39352","101.34317","437.55","212.8"
"2020000000","2020年","03207","久慈市","","35,642","14,118","14,256","-2,579","-7.23585","-138","-0.96801","92.60748","623.50","53.0"
"2020000000","2020年","03208","遠野市","","28,062","9,619","9,973","-2,681","-9.55385","-354","-3.54958","92.95271","825.97","30.7"
"2020000000","2020年","03209","一関市","","121,583","42,192","43,046","-9,613","-7.90653","-854","-1.98392","94.02183","1,256.42","89.1"
"2020000000","2020年","03210","陸前高田市","","19,758","7,148","7,487","-1,487","-7.52607","-339","-4.52785","93.65130","231.94","78.8"
"2020000000","2020年","03211","釜石市","","36,802","14,723","16,860","-4,706","-12.78735","-2,137","-12.67497","91.82405","440.35","72.9"
"2020000000","2020年","03213","二戸市","","27,611","10,511","10,670","-2,083","-7.54409","-159","-1.49016","88.59338","420.42","60.7"
"2020000000","2020年","03214","八幡平市","","26,355","9,151","9,429","-2,313","-8.77632","-278","-2.94835","91.84488","862.30","27.9"
"2020000000","2020年","03215","奥州市","","119,422","42,303","41,726","-6,395","-5.35496","577","1.38283","94.32133","993.30","113.8"
"2020000000","2020年","03216","滝沢市","","55,463","21,727","20,787","137","0.24701","940","4.52206","95.38251","182.46","304.7"
"2020000000","2020年","03301","雫石町","","16,981","5,426","5,508","-1,239","-7.29639","-82","-1.48874","90.99733","608.82","25.9"
"2020000000","2020年","03302","葛巻町","","6,344","2,342","2,460","-706","-11.12863","-118","-4.79675","93.87895","434.96","13.0"
"2020000000","2020年","03303","岩手町","","13,692","4,773","4,927","-1,398","-10.21034","-154","-3.12563","94.43302","360.46","34.1"
"2020000000","2020年","03321","紫波町","","32,614","11,370","10,808","-448","-1.37364","562","5.19985","91.79536","238.98","134.6"
"2020000000","2020年","03322","矢巾町","","27,678","10,954","9,902","398","1.43797","1,052","10.62412","90.59127","67.32","417.1"
"2020000000","2020年","03366","西和賀町","","5,880","1,994","2,146","-743","-12.63605","-152","-7.08295","86.32572","590.74","8.7"
"2020000000","2020年","03381","金ケ崎町","","15,895","5,919","5,556","-350","-2.20195","363","6.53348","106.99068","179.76","86.5"
"2020000000","2020年","03402","平泉町","","7,868","2,388","2,478","-610","-7.75292","-90","-3.63196","93.23749","63.39","114.5"
"2020000000","2020年","03441","住田町","","5,720","1,983","2,117","-670","-11.71329","-134","-6.32971","96.04037","334.84","15.1"
"2020000000","2020年","03461","大槌町","","11,759","4,533","4,927","-746","-6.34408","-394","-7.99675","90.63528","200.42","54.9"
"2020000000","2020年","03482","山田町","","15,826","5,640","6,218","-1,494","-9.44016","-578","-9.29559","92.89367","262.81","54.5"
"2020000000","2020年","03483","岩泉町","","9,841","3,953","4,174","-1,109","-11.26918","-221","-5.29468","98.36438","992.36","8.8"
"2020000000","2020年","03484","田野畑村","","3,466","1,233","1,292","-407","-11.74264","-59","-4.56656","99.67363","156.19","19.6"
"2020000000","2020年","03485","普代村","","2,795","1,031","1,103","-306","-10.94812","-72","-6.52765","100.24135","69.66","35.7"
"2020000000","2020年","03501","軽米町","","9,333","3,274","3,318","-910","-9.75035","-44","-1.32610","94.39188","245.82","34.3"
"2020000000","2020年","03503","野田村","","4,149","1,498","1,516","-211","-5.08556","-18","-1.18734","89.78313","80.80","48.7"
"2020000000","2020年","03506","九戸村","","5,865","1,924","1,990","-489","-8.33760","-66","-3.31658","90.50319","134.02","40.1"
"2020000000","2020年","03507","洋野町","","16,693","5,794","5,959","-1,595","-9.55490","-165","-2.76892","88.81941","302.92","49.8"
"2020000000","2020年","03524","一戸町","","12,919","4,553","4,844","-1,413","-10.93738","-291","-6.00743","91.67083","300.03","38.3"
"2020000000","2020年","04000","宮城県","","2,333,899","979,791","944,720","-30,412","-1.30306","35,071","3.71232","95.13188","7,282.29","316.3"
"2020000000","2020年","04100","仙台市","","1,082,159","523,620","498,953","15,037","1.38954","24,667","4.94375","94.03120","786.35","1,395.3"
"2020000000","2020年","04101","仙台市青葉区","","310,183","161,618","158,562","1,574","0.50744","3,056","1.92732","93.90164","302.24","1,031.5"
"2020000000","2020年","04102","仙台市宮城野区","","194,825","95,670","90,166","1,988","1.02040","5,504","6.10430","95.92156","58.25","3,378.8"
"2020000000","2020年","04103","仙台市若林区","","133,498","68,425","61,963","8,033","6.01732","6,462","10.42880","96.85244","50.86","2,782.8"
"2020000000","2020年","04104","仙台市太白区","","226,855","104,827","98,456","8,020","3.53530","6,371","6.47091","92.65314","228.39","1,028.4"
"2020000000","2020年","04105","仙台市泉区","","216,798","93,080","89,806","-4,578","-2.11164","3,274","3.64564","92.18474","146.61","1,447.5"
"2020000000","2020年","04202","石巻市","","147,214","56,374","56,819","-6,977","-4.73936","-445","-0.78319","94.98756","554.55","252.9"
"2020000000","2020年","04203","塩竈市","","54,187","21,216","20,519","-1,938","-3.57650","697","3.39685","91.03839","17.37","3,008.0"
"2020000000","2020年","04205","気仙沼市","","64,988","24,508","24,152","-3,817","-5.87339","356","1.47400","95.64703","332.44","184.0"
"2020000000","2020年","04206","白石市","","35,272","12,457","12,585","-2,538","-7.19551","-128","-1.01708","95.39187","286.48","114.3"
"2020000000","2020年","04207","名取市","","76,668","29,675","27,529","2,089","2.72474","2,146","7.79542","96.06413","98.18","802.2"
"2020000000","2020年","04208","角田市","","30,180","10,262","10,398","-2,184","-7.23658","-136","-1.30794","97.29387","147.53","189.8"
"2020000000","2020年","04209","多賀城市","","62,096","26,482","24,097","1,180","1.90028","2,385","9.89750","99.54588","19.69","3,213.6"
"2020000000","2020年","04211","岩沼市","","44,678","17,234","16,631","-587","-1.31385","603","3.62576","96.85240","60.45","729.4"
"2020000000","2020年","04212","登米市","","81,959","25,605","26,196","-5,856","-7.14504","-591","-2.25607","95.41650","536.12","142.0"
"2020000000","2020年","04213","栗原市","","69,906","22,696","23,133","-5,220","-7.46717","-437","-1.88908","92.85075","804.97","80.4"
"2020000000","2020年","04214","東松島市","","39,503","14,429","13,868","-382","-0.96702","561","4.04528","95.36080","101.30","386.2"
"2020000000","2020年","04215","大崎市","","133,391","48,780","48,307","-6,010","-4.50555","473","0.97915","96.11257","796.81","159.9"
"2020000000","2020年","04216","富谷市","","51,591","18,378","17,494","68","0.13181","884","5.05316","94.44068","49.18","1,050.4"
"2020000000","2020年","04301","蔵王町","","12,316","3,916","3,923","-888","-7.21013","-7","-0.17843","95.15027","152.83","74.8"
"2020000000","2020年","04302","七ヶ宿町","","1,461","523","567","-199","-13.62081","-44","-7.76014","96.57321","263.09","4.8"
"2020000000","2020年","04321","大河原町","","23,798","9,516","9,099","-223","-0.93705","417","4.58292","95.69187","24.99","943.4"
"2020000000","2020年","04322","村田町","","11,501","3,764","3,764","-831","-7.22546","0","0.00000","98.54857","78.38","136.1"
"2020000000","2020年","04323","柴田町","","39,525","15,530","15,121","-1,261","-3.19039","409","2.70485","102.24101","54.03","708.2"
"2020000000","2020年","04324","川崎町","","9,167","2,956","2,880","-814","-8.87968","76","2.63889","96.44873","270.77","30.8"
"2020000000","2020年","04341","丸森町","","13,972","4,423","4,547","-1,704","-12.19582","-124","-2.72707","99.57703","273.30","44.9"
"2020000000","2020年","04361","亘理町","","33,589","12,153","11,334","-491","-1.46179","819","7.22605","96.00853","73.60","449.7"
"2020000000","2020年","04362","山元町","","12,315","4,540","4,429","-264","-2.14373","111","2.50621","98.37037","64.58","186.6"
"2020000000","2020年","04401","松島町","","14,421","5,002","5,112","-1,080","-7.48908","-110","-2.15180","92.84475","53.56","249.1"
"2020000000","2020年","04404","七ヶ浜町","","18,652","6,445","6,167","-516","-2.76646","278","4.50786","99.07794","13.19","1,375.0"
"2020000000","2020年","04406","利府町","","35,835","12,527","12,191","-646","-1.80271","336","2.75613","95.67925","44.89","783.9"
"2020000000","2020年","04421","大和町","","28,244","11,382","10,177","542","1.91899","1,205","11.84042","108.36772","225.49","127.7"
"2020000000","2020年","04422","大郷町","","8,370","2,483","2,421","-545","-6.51135","62","2.56093","95.47839","82.01","95.4"
"2020000000","2020年","04424","大衡村","","5,703","1,878","1,755","146","2.56006","123","7.00855","100.23964","60.32","97.0"
"2020000000","2020年","04444","色麻町","","7,238","1,965","1,974","-529","-7.30865","-9","-0.45593","93.95779","109.28","61.4"
"2020000000","2020年","04445","加美町","","23,743","7,641","7,564","-1,791","-7.54328","77","1.01798","96.24531","460.67","47.7"
"2020000000","2020年","04501","涌谷町","","16,701","5,450","5,476","-1,300","-7.78397","-26","-0.47480","95.51860","82.16","187.5"
